line,from_id,to_id
northern,940GZZLUACY,940GZZLUTFP
northern,940GZZLUTFP,940GZZLUKSH
northern,940GZZLUKSH,940GZZLUCTN
northern,940GZZLUMHL,940GZZLUFYC
northern,940GZZLUMDN,940GZZLUSWN
northern,940GZZLUSWN,940GZZLUCSD
northern,940GZZLUCSD,940GZZLUTBY
northern,940GZZLUTBY,940GZZLUTBC
northern,940GZZLUTBC,940GZZLUBLM
northern,940GZZLUBLM,940GZZLUCPS
northern,940GZZLUCPS,940GZZLUCPC
northern,940GZZLUCPC,940GZZLUCPN
northern,940GZZLUCPN,940GZZLUSKW
northern,940GZZLUSKW,940GZZLUOVL
northern,940GZZLUOVL,940GZZLUKNG
northern,940GZZLUKNG,940GZZLUEAC
northern,940GZZLUEAC,940GZZLUBOR
northern,940GZZLUBOR,940GZZLULNB
northern,940GZZLULNB,940GZZLUBNK
northern,940GZZLUBNK,940GZZLUMGT
northern,940GZZLUMGT,940GZZLUODS
northern,940GZZLUODS,940GZZLUAGL
northern,940GZZLUAGL,940GZZLUKSX
northern,940GZZLUKSX,940GZZLUEUS
northern,940GZZLUEUS,940GZZLUCTN
northern,940GZZLUFYC,940GZZLUMHL
piccadilly,940GZZLUCKS,940GZZLUOAK
piccadilly,940GZZLUOAK,940GZZLUSGT
piccadilly,940GZZLUSGT,940GZZLUASG
piccadilly,940GZZLUASG,940GZZLUBDS
piccadilly,940GZZLUBDS,940GZZLUWOG
piccadilly,940GZZLUWOG,940GZZLUTPN
piccadilly,940GZZLUTPN,940GZZLUMRH
piccadilly,940GZZLUMRH,940GZZLUFPK
piccadilly,940GZZLUFPK,940GZZLUASL
piccadilly,940GZZLUASL,940GZZLUHWY
piccadilly,940GZZLUHWY,940GZZLUCAR
piccadilly,940GZZLUCAR,940GZZLUKSX
piccadilly,940GZZLUKSX,940GZZLURSQ
piccadilly,940GZZLURSQ,940GZZLUHBN
piccadilly,940GZZLUHBN,940GZZLUCGN
piccadilly,940GZZLUCGN,940GZZLULSQ
piccadilly,940GZZLULSQ,940GZZLUPCC
piccadilly,940GZZLUPCC,940GZZLUGPK
piccadilly,940GZZLUGPK,940GZZLUHPC
piccadilly,940GZZLUHPC,940GZZLUKNB
piccadilly,940GZZLUKNB,940GZZLUSKS
piccadilly,940GZZLUSKS,940GZZLUGTR
piccadilly,940GZZLUGTR,940GZZLUECT
piccadilly,940GZZLUECT,940GZZLUBSC
piccadilly,940GZZLUBSC,940GZZLUHSD
piccadilly,940GZZLUHSD,940GZZLUTNG
piccadilly,940GZZLUTNG,940GZZLUACT
piccadilly,940GZZLUACT,940GZZLUECM
piccadilly,940GZZLUECM,940GZZLUNEN
piccadilly,940GZZLUNEN,940GZZLUPKR
piccadilly,940GZZLUPKR,940GZZLUALP
piccadilly,940GZZLUALP,940GZZLUSUT
piccadilly,940GZZLUSUT,940GZZLUSUH
piccadilly,940GZZLUSUH,940GZZLUSHH
piccadilly,940GZZLUSHH,940GZZLURYL
piccadilly,940GZZLURYL,940GZZLUEAE
piccadilly,940GZZLUEAE,940GZZLURSM
piccadilly,940GZZLURSM,940GZZLURSP
piccadilly,940GZZLURSP,940GZZLUICK
piccadilly,940GZZLUICK,940GZZLUHGD
piccadilly,940GZZLUHGD,940GZZLUUXB
piccadilly,940GZZLUACT,940GZZLUSEA
piccadilly,940GZZLUSEA,940GZZLUNFD
piccadilly,940GZZLUNFD,940GZZLUBOS
piccadilly,940GZZLUBOS,940GZZLUOSY
piccadilly,940GZZLUOSY,940GZZLUHWE
piccadilly,940GZZLUHWE,940GZZLUHWC
piccadilly,940GZZLUHWC,940GZZLUHWT
piccadilly,940GZZLUHWT,940GZZLUHNX
piccadilly,940GZZLUHNX,940GZZLUHR4
piccadilly,940GZZLUHNX,940GZZLUHRC
piccadilly,940GZZLUHRC,940GZZLUHR5
piccadilly,940GZZLUHR4,940GZZLUHRC
piccadilly,940GZZLUHRC,940GZZLUHNX
piccadilly,940GZZLUHNX,940GZZLUHWT
piccadilly,940GZZLUHWT,940GZZLUHWC
piccadilly,940GZZLUHWC,940GZZLUHWE
piccadilly,940GZZLUHWE,940GZZLUOSY
piccadilly,940GZZLUOSY,940GZZLUBOS
piccadilly,940GZZLUBOS,940GZZLUNFD
piccadilly,940GZZLUNFD,940GZZLUSEA
piccadilly,940GZZLUSEA,940GZZLUACT
piccadilly,940GZZLUACT,940GZZLUTNG
piccadilly,940GZZLUTNG,940GZZLUHSD
piccadilly,940GZZLUHSD,940GZZLUBSC
piccadilly,940GZZLUBSC,940GZZLUECT
piccadilly,940GZZLUECT,940GZZLUGTR
piccadilly,940GZZLUGTR,940GZZLUSKS
piccadilly,940GZZLUSKS,940GZZLUKNB
piccadilly,940GZZLUKNB,940GZZLUHPC
piccadilly,940GZZLUHPC,940GZZLUGPK
piccadilly,940GZZLUGPK,940GZZLUPCC
piccadilly,940GZZLUPCC,940GZZLULSQ
piccadilly,940GZZLULSQ,940GZZLUCGN
piccadilly,940GZZLUCGN,940GZZLUHBN
piccadilly,940GZZLUHBN,940GZZLURSQ
piccadilly,940GZZLURSQ,940GZZLUKSX
piccadilly,940GZZLUKSX,940GZZLUCAR
piccadilly,940GZZLUCAR,940GZZLUHWY
piccadilly,940GZZLUHWY,940GZZLUASL
piccadilly,940GZZLUASL,940GZZLUFPK
piccadilly,940GZZLUFPK,940GZZLUMRH
piccadilly,940GZZLUMRH,940GZZLUTPN
piccadilly,940GZZLUTPN,940GZZLUWOG
piccadilly,940GZZLUWOG,940GZZLUBDS
piccadilly,940GZZLUBDS,940GZZLUASG
piccadilly,940GZZLUASG,940GZZLUSGT
piccadilly,940GZZLUSGT,940GZZLUOAK
piccadilly,940GZZLUOAK,940GZZLUCKS
piccadilly,940GZZLUHR5,940GZZLUHRC
piccadilly,940GZZLUUXB,940GZZLUHGD
piccadilly,940GZZLUHGD,940GZZLUICK
piccadilly,940GZZLUICK,940GZZLURSP
piccadilly,940GZZLURSP,940GZZLURSM
piccadilly,940GZZLURSM,940GZZLUEAE
piccadilly,940GZZLUEAE,940GZZLURYL
piccadilly,940GZZLURYL,940GZZLUSHH
piccadilly,940GZZLUSHH,940GZZLUSUH
piccadilly,940GZZLUSUH,940GZZLUSUT
piccadilly,940GZZLUSUT,940GZZLUALP
piccadilly,940GZZLUALP,940GZZLUPKR
piccadilly,940GZZLUPKR,940GZZLUNEN
piccadilly,940GZZLUNEN,940GZZLUECM
piccadilly,940GZZLUECM,940GZZLUACT
victoria,940GZZLUBXN,940GZZLUSKW
victoria,940GZZLUSKW,940GZZLUVXL
victoria,940GZZLUVXL,940GZZLUPCO
victoria,940GZZLUPCO,940GZZLUVIC
victoria,940GZZLUVIC,940GZZLUGPK
victoria,940GZZLUGPK,940GZZLUOXC
victoria,940GZZLUOXC,940GZZLUWRR
victoria,940GZZLUWRR,940GZZLUEUS
victoria,940GZZLUEUS,940GZZLUKSX
victoria,940GZZLUKSX,940GZZLUHAI
victoria,940GZZLUHAI,940GZZLUFPK
victoria,940GZZLUFPK,940GZZLUSVS
victoria,940GZZLUSVS,940GZZLUTMH
victoria,940GZZLUTMH,940GZZLUBLR
victoria,940GZZLUBLR,940GZZLUWWL
victoria,940GZZLUWWL,940GZZLUBLR
victoria,940GZZLUBLR,940GZZLUTMH
victoria,940GZZLUTMH,940GZZLUSVS
victoria,940GZZLUSVS,940GZZLUFPK
victoria,940GZZLUFPK,940GZZLUHAI
victoria,940GZZLUHAI,940GZZLUKSX
victoria,940GZZLUKSX,940GZZLUEUS
victoria,940GZZLUEUS,940GZZLUWRR
victoria,940GZZLUWRR,940GZZLUOXC
victoria,940GZZLUOXC,940GZZLUGPK
victoria,940GZZLUGPK,940GZZLUVIC
victoria,940GZZLUVIC,940GZZLUPCO
victoria,940GZZLUPCO,940GZZLUVXL
victoria,940GZZLUVXL,940GZZLUSKW
victoria,940GZZLUSKW,940GZZLUBXN
waterloo-city,940GZZLUBNK,940GZZLUWLO
waterloo-city,940GZZLUWLO,940GZZLUBNK
