line,from_id,to_id,from_name,to_name,from_name_clean,to_name_clean
district,940GZZLUSGN,940GZZLUWPL,stepney green,whitechapel,stepney green,whitechapel
district,940GZZLUWPL,940GZZLUADE,whitechapel,aldgate east,whitechapel,aldgate east
district,940GZZLUADE,940GZZLUTWH,aldgate east,tower hill,aldgate east,tower hill
district,940GZZLUTWH,940GZZLUMMT,tower hill,monument,tower hill,monument
district,940GZZLUMMT,940GZZLUCST,monument,cannon street,monument,cannon street
district,940GZZLUCST,940GZZLUMSH,cannon street,mansion house,cannon street,mansion house
district,940GZZLUMSH,940GZZLUBKF,mansion house,blackfriars,mansion house,blackfriars
district,940GZZLUBKF,940GZZLUTMP,blackfriars,temple,blackfriars,temple
district,940GZZLUTMP,940GZZLUEMB,temple,embankment,temple,embankment
district,940GZZLUEMB,940GZZLUWSM,embankment,westminster,embankment,westminster
district,940GZZLUWSM,940GZZLUSJP,westminster,st. jamess park,westminster,st. jamess park
district,940GZZLUSJP,940GZZLUVIC,st. jamess park,victoria,st. jamess park,victoria
district,940GZZLUVIC,940GZZLUSSQ,victoria,sloane square,victoria,sloane square
district,940GZZLUSSQ,940GZZLUSKS,sloane square,south kensington,sloane square,south kensington
district,940GZZLUSKS,940GZZLUGTR,south kensington,gloucester road,south kensington,gloucester road
district,940GZZLUGTR,940GZZLUECT,gloucester road,earls court,gloucester road,earls court
district,940GZZLUWIM,940GZZLUWIP,wimbledon,wimbledon park,wimbledon,wimbledon park
district,940GZZLUWIP,940GZZLUSFS,wimbledon park,southfields,wimbledon park,southfields
district,940GZZLUSFS,940GZZLUEPY,southfields,east putney,southfields,east putney
district,940GZZLUEPY,940GZZLUPYB,east putney,putney bridge,east putney,putney bridge
district,940GZZLUPYB,940GZZLUPSG,putney bridge,parsons green,putney bridge,parsons green
district,940GZZLUPSG,940GZZLUFBY,parsons green,fulham broadway,parsons green,fulham broadway
district,940GZZLUFBY,940GZZLUWBN,fulham broadway,west brompton,fulham broadway,west brompton
district,940GZZLUWBN,940GZZLUECT,west brompton,earls court,west brompton,earls court
hammersmith-city,940GZZLUBKG,940GZZLUEHM,barking,east ham,barking,east ham
hammersmith-city,940GZZLUEHM,940GZZLUUPK,east ham,upton park,east ham,upton park
hammersmith-city,940GZZLUUPK,940GZZLUPLW,upton park,plaistow,upton park,plaistow
hammersmith-city,940GZZLUPLW,940GZZLUWHM,plaistow,west ham,plaistow,west ham
hammersmith-city,940GZZLUWHM,940GZZLUBBB,west ham,bromley-by-bow,west ham,bromley-by-bow
hammersmith-city,940GZZLUBBB,940GZZLUBWR,bromley-by-bow,bow road,bromley-by-bow,bow road
hammersmith-city,940GZZLUBWR,940GZZLUMED,bow road,mile end,bow road,mile end
hammersmith-city,940GZZLUMED,940GZZLUSGN,mile end,stepney green,mile end,stepney green
hammersmith-city,940GZZLUSGN,940GZZLUWPL,stepney green,whitechapel,stepney green,whitechapel
hammersmith-city,940GZZLUWPL,940GZZLUADE,whitechapel,aldgate east,whitechapel,aldgate east
hammersmith-city,940GZZLUADE,940GZZLULVT,aldgate east,liverpool street,aldgate east,liverpool street
hammersmith-city,940GZZLULVT,940GZZLUMGT,liverpool street,moorgate,liverpool street,moorgate
hammersmith-city,940GZZLUMGT,940GZZLUBBN,moorgate,barbican,moorgate,barbican
hammersmith-city,940GZZLUBBN,940GZZLUFCN,barbican,farringdon,barbican,farringdon
hammersmith-city,940GZZLUFCN,940GZZLUKSX,farringdon,kings cross st. pancras,farringdon,kings cross st. pancras
hammersmith-city,940GZZLUKSX,940GZZLUESQ,kings cross st. pancras,euston square,kings cross st. pancras,euston square
hammersmith-city,940GZZLUESQ,940GZZLUGPS,euston square,great portland street,euston square,great portland street
hammersmith-city,940GZZLUGPS,940GZZLUBST,great portland street,baker street,great portland street,baker street
hammersmith-city,940GZZLUBST,940GZZLUERC,baker street,edgware road (circle line),baker street,edgware road (circle line)
hammersmith-city,940GZZLUERC,940GZZLUPAH,edgware road (circle line),paddington (handc line)-underground,edgware road (circle line),paddington (handc line)-underground
hammersmith-city,940GZZLUPAH,940GZZLURYO,paddington (handc line)-underground,royal oak,paddington (handc line)-underground,royal oak
hammersmith-city,940GZZLURYO,940GZZLUWSP,royal oak,westbourne park,royal oak,westbourne park
hammersmith-city,940GZZLUWSP,940GZZLULAD,westbourne park,ladbroke grove,westbourne park,ladbroke grove
hammersmith-city,940GZZLULAD,940GZZLULRD,ladbroke grove,latimer road,ladbroke grove,latimer road
hammersmith-city,940GZZLULRD,940GZZLUWLA,latimer road,wood lane,latimer road,wood lane
hammersmith-city,940GZZLUWLA,940GZZLUSBM,wood lane,shepherds bush market,wood lane,shepherds bush market
hammersmith-city,940GZZLUSBM,940GZZLUGHK,shepherds bush market,goldhawk road,shepherds bush market,goldhawk road
hammersmith-city,940GZZLUGHK,940GZZLUHSC,goldhawk road,hammersmith (handc line),goldhawk road,hammersmith (handc line)
hammersmith-city,940GZZLUHSC,940GZZLUGHK,hammersmith (handc line),goldhawk road,hammersmith (handc line),goldhawk road
hammersmith-city,940GZZLUGHK,940GZZLUSBM,goldhawk road,shepherds bush market,goldhawk road,shepherds bush market
hammersmith-city,940GZZLUSBM,940GZZLUWLA,shepherds bush market,wood lane,shepherds bush market,wood lane
hammersmith-city,940GZZLUWLA,940GZZLULRD,wood lane,latimer road,wood lane,latimer road
hammersmith-city,940GZZLULRD,940GZZLULAD,latimer road,ladbroke grove,latimer road,ladbroke grove
hammersmith-city,940GZZLULAD,940GZZLUWSP,ladbroke grove,westbourne park,ladbroke grove,westbourne park
hammersmith-city,940GZZLUWSP,940GZZLURYO,westbourne park,royal oak,westbourne park,royal oak
hammersmith-city,940GZZLURYO,940GZZLUPAH,royal oak,paddington (handc line)-underground,royal oak,paddington (handc line)-underground
hammersmith-city,940GZZLUPAH,940GZZLUERC,paddington (handc line)-underground,edgware road (circle line),paddington (handc line)-underground,edgware road (circle line)
hammersmith-city,940GZZLUERC,940GZZLUBST,edgware road (circle line),baker street,edgware road (circle line),baker street
hammersmith-city,940GZZLUBST,940GZZLUGPS,baker street,great portland street,baker street,great portland street
hammersmith-city,940GZZLUGPS,940GZZLUESQ,great portland street,euston square,great portland street,euston square
hammersmith-city,940GZZLUESQ,940GZZLUKSX,euston square,kings cross st. pancras,euston square,kings cross st. pancras
hammersmith-city,940GZZLUKSX,940GZZLUFCN,kings cross st. pancras,farringdon,kings cross st. pancras,farringdon
hammersmith-city,940GZZLUFCN,940GZZLUBBN,farringdon,barbican,farringdon,barbican
hammersmith-city,940GZZLUBBN,940GZZLUMGT,barbican,moorgate,barbican,moorgate
hammersmith-city,940GZZLUMGT,940GZZLULVT,moorgate,liverpool street,moorgate,liverpool street
hammersmith-city,940GZZLULVT,940GZZLUADE,liverpool street,aldgate east,liverpool street,aldgate east
hammersmith-city,940GZZLUADE,940GZZLUWPL,aldgate east,whitechapel,aldgate east,whitechapel
hammersmith-city,940GZZLUWPL,940GZZLUSGN,whitechapel,stepney green,whitechapel,stepney green
hammersmith-city,940GZZLUSGN,940GZZLUMED,stepney green,mile end,stepney green,mile end
hammersmith-city,940GZZLUMED,940GZZLUBWR,mile end,bow road,mile end,bow road
hammersmith-city,940GZZLUBWR,940GZZLUBBB,bow road,bromley-by-bow,bow road,bromley-by-bow
hammersmith-city,940GZZLUBBB,940GZZLUWHM,bromley-by-bow,west ham,bromley-by-bow,west ham
hammersmith-city,940GZZLUWHM,940GZZLUPLW,west ham,plaistow,west ham,plaistow
hammersmith-city,940GZZLUPLW,940GZZLUUPK,plaistow,upton park,plaistow,upton park
hammersmith-city,940GZZLUUPK,940GZZLUEHM,upton park,east ham,upton park,east ham
hammersmith-city,940GZZLUEHM,940GZZLUBKG,east ham,barking,east ham,barking
jubilee,940GZZLUSTM,940GZZLUCPK,stanmore,canons park,stanmore,canons park
jubilee,940GZZLUCPK,940GZZLUQBY,canons park,queensbury,canons park,queensbury
jubilee,940GZZLUQBY,940GZZLUKBY,queensbury,kingsbury,queensbury,kingsbury
jubilee,940GZZLUKBY,940GZZLUWYP,kingsbury,wembley park,kingsbury,wembley park
jubilee,940GZZLUWYP,940GZZLUNDN,wembley park,neasden,wembley park,neasden
jubilee,940GZZLUNDN,940GZZLUDOH,neasden,dollis hill,neasden,dollis hill
jubilee,940GZZLUDOH,940GZZLUWIG,dollis hill,willesden green,dollis hill,willesden green
jubilee,940GZZLUWIG,940GZZLUKBN,willesden green,kilburn,willesden green,kilburn
jubilee,940GZZLUKBN,940GZZLUWHP,kilburn,west hampstead,kilburn,west hampstead
jubilee,940GZZLUWHP,940GZZLUFYR,west hampstead,finchley road,west hampstead,finchley road
jubilee,940GZZLUFYR,940GZZLUSWC,finchley road,swiss cottage,finchley road,swiss cottage
jubilee,940GZZLUSWC,940GZZLUSJW,swiss cottage,st. johns wood,swiss cottage,st. johns wood
jubilee,940GZZLUSJW,940GZZLUBST,st. johns wood,baker street,st. johns wood,baker street
jubilee,940GZZLUBST,940GZZLUBND,baker street,bond street,baker street,bond street
jubilee,940GZZLUBND,940GZZLUGPK,bond street,green park,bond street,green park
jubilee,940GZZLUGPK,940GZZLUWSM,green park,westminster,green park,westminster
jubilee,940GZZLUWSM,940GZZLUWLO,westminster,waterloo,westminster,waterloo
jubilee,940GZZLUWLO,940GZZLUSWK,waterloo,southwark,waterloo,southwark
jubilee,940GZZLUSWK,940GZZLULNB,southwark,london bridge,southwark,london bridge
jubilee,940GZZLULNB,940GZZLUBMY,london bridge,bermondsey,london bridge,bermondsey
jubilee,940GZZLUBMY,940GZZLUCWR,bermondsey,canada water,bermondsey,canada water
jubilee,940GZZLUCWR,940GZZLUCYF,canada water,canary wharf,canada water,canary wharf
jubilee,940GZZLUCYF,940GZZLUNGW,canary wharf,north greenwich,canary wharf,north greenwich
jubilee,940GZZLUNGW,940GZZLUCGT,north greenwich,canning town,north greenwich,canning town
jubilee,940GZZLUCGT,940GZZLUWHM,canning town,west ham,canning town,west ham
jubilee,940GZZLUWHM,940GZZLUSTD,west ham,stratford,west ham,stratford
jubilee,940GZZLUSTD,940GZZLUWHM,stratford,west ham,stratford,west ham
jubilee,940GZZLUWHM,940GZZLUCGT,west ham,canning town,west ham,canning town
jubilee,940GZZLUCGT,940GZZLUNGW,canning town,north greenwich,canning town,north greenwich
jubilee,940GZZLUNGW,940GZZLUCYF,north greenwich,canary wharf,north greenwich,canary wharf
jubilee,940GZZLUCYF,940GZZLUCWR,canary wharf,canada water,canary wharf,canada water
jubilee,940GZZLUCWR,940GZZLUBMY,canada water,bermondsey,canada water,bermondsey
jubilee,940GZZLUBMY,940GZZLULNB,bermondsey,london bridge,bermondsey,london bridge
jubilee,940GZZLULNB,940GZZLUSWK,london bridge,southwark,london bridge,southwark
jubilee,940GZZLUSWK,940GZZLUWLO,southwark,waterloo,southwark,waterloo
jubilee,940GZZLUWLO,940GZZLUWSM,waterloo,westminster,waterloo,westminster
jubilee,940GZZLUWSM,940GZZLUGPK,westminster,green park,westminster,green park
jubilee,940GZZLUGPK,940GZZLUBND,green park,bond street,green park,bond street
jubilee,940GZZLUBND,940GZZLUBST,bond street,baker street,bond street,baker street
jubilee,940GZZLUBST,940GZZLUSJW,baker street,st. johns wood,baker street,st. johns wood
jubilee,940GZZLUSJW,940GZZLUSWC,st. johns wood,swiss cottage,st. johns wood,swiss cottage
jubilee,940GZZLUSWC,940GZZLUFYR,swiss cottage,finchley road,swiss cottage,finchley road
jubilee,940GZZLUFYR,940GZZLUWHP,finchley road,west hampstead,finchley road,west hampstead
jubilee,940GZZLUWHP,940GZZLUKBN,west hampstead,kilburn,west hampstead,kilburn
jubilee,940GZZLUKBN,940GZZLUWIG,kilburn,willesden green,kilburn,willesden green
jubilee,940GZZLUWIG,940GZZLUDOH,willesden green,dollis hill,willesden green,dollis hill
jubilee,940GZZLUDOH,940GZZLUNDN,dollis hill,neasden,dollis hill,neasden
jubilee,940GZZLUNDN,940GZZLUWYP,neasden,wembley park,neasden,wembley park
jubilee,940GZZLUWYP,940GZZLUKBY,wembley park,kingsbury,wembley park,kingsbury
jubilee,940GZZLUKBY,940GZZLUQBY,kingsbury,queensbury,kingsbury,queensbury
jubilee,940GZZLUQBY,940GZZLUCPK,queensbury,canons park,queensbury,canons park
jubilee,940GZZLUCPK,940GZZLUSTM,canons park,stanmore,canons park,stanmore
metropolitan,940GZZLUALD,940GZZLULVT,aldgate,liverpool street,aldgate,liverpool street
metropolitan,940GZZLULVT,940GZZLUMGT,liverpool street,moorgate,liverpool street,moorgate
metropolitan,940GZZLUMGT,940GZZLUBBN,moorgate,barbican,moorgate,barbican
metropolitan,940GZZLUBBN,940GZZLUFCN,barbican,farringdon,barbican,farringdon
metropolitan,940GZZLUFCN,940GZZLUKSX,farringdon,kings cross st. pancras,farringdon,kings cross st. pancras
metropolitan,940GZZLUKSX,940GZZLUESQ,kings cross st. pancras,euston square,kings cross st. pancras,euston square
metropolitan,940GZZLUESQ,940GZZLUGPS,euston square,great portland street,euston square,great portland street
metropolitan,940GZZLUGPS,940GZZLUBST,great portland street,baker street,great portland street,baker street
metropolitan,940GZZLUBST,940GZZLUFYR,baker street,finchley road,baker street,finchley road
metropolitan,940GZZLUFYR,940GZZLUWYP,finchley road,wembley park,finchley road,wembley park
metropolitan,940GZZLUWYP,940GZZLUPRD,wembley park,preston road,wembley park,preston road
metropolitan,940GZZLUPRD,940GZZLUNKP,preston road,northwick park,preston road,northwick park
metropolitan,940GZZLUNKP,940GZZLUHOH,northwick park,harrow-on-the-hill,northwick park,harrow-on-the-hill
metropolitan,940GZZLUHOH,940GZZLUNHA,harrow-on-the-hill,north harrow,harrow-on-the-hill,north harrow
metropolitan,940GZZLUNHA,940GZZLUPNR,north harrow,pinner,north harrow,pinner
metropolitan,940GZZLUPNR,940GZZLUNWH,pinner,northwood hills,pinner,northwood hills
metropolitan,940GZZLUNWH,940GZZLUNOW,northwood hills,northwood,northwood hills,northwood
metropolitan,940GZZLUNOW,940GZZLUMPK,northwood,moor park,northwood,moor park
metropolitan,940GZZLUMPK,940GZZLUCXY,moor park,croxley,moor park,croxley
metropolitan,940GZZLUCXY,940GZZLUWAF,croxley,watford,croxley,watford
metropolitan,940GZZLUMPK,940GZZLURKW,moor park,rickmansworth,moor park,rickmansworth
metropolitan,940GZZLURKW,940GZZLUCYD,rickmansworth,chorleywood,rickmansworth,chorleywood
metropolitan,940GZZLUCYD,940GZZLUCAL,chorleywood,chalfont and latimer,chorleywood,chalfont and latimer
metropolitan,940GZZLUCAL,940GZZLUAMS,chalfont and latimer,amersham,chalfont and latimer,amersham
metropolitan,940GZZLUCAL,940GZZLUCSM,chalfont and latimer,chesham,chalfont and latimer,chesham
metropolitan,940GZZLUHOH,940GZZLUWHW,harrow-on-the-hill,west harrow,harrow-on-the-hill,west harrow
metropolitan,940GZZLUWHW,940GZZLURYL,west harrow,rayners lane,west harrow,rayners lane
metropolitan,940GZZLURYL,940GZZLUEAE,rayners lane,eastcote,rayners lane,eastcote
metropolitan,940GZZLUEAE,940GZZLURSM,eastcote,ruislip manor,eastcote,ruislip manor
metropolitan,940GZZLURSM,940GZZLURSP,ruislip manor,ruislip,ruislip manor,ruislip
metropolitan,940GZZLURSP,940GZZLUICK,ruislip,ickenham,ruislip,ickenham
metropolitan,940GZZLUICK,940GZZLUHGD,ickenham,hillingdon,ickenham,hillingdon
metropolitan,940GZZLUHGD,940GZZLUUXB,hillingdon,uxbridge,hillingdon,uxbridge
metropolitan,940GZZLUAMS,940GZZLUCAL,amersham,chalfont and latimer,amersham,chalfont and latimer
metropolitan,940GZZLUCAL,940GZZLUCYD,chalfont and latimer,chorleywood,chalfont and latimer,chorleywood
metropolitan,940GZZLUCYD,940GZZLURKW,chorleywood,rickmansworth,chorleywood,rickmansworth
metropolitan,940GZZLURKW,940GZZLUMPK,rickmansworth,moor park,rickmansworth,moor park
metropolitan,940GZZLUMPK,940GZZLUNOW,moor park,northwood,moor park,northwood
metropolitan,940GZZLUNOW,940GZZLUNWH,northwood,northwood hills,northwood,northwood hills
metropolitan,940GZZLUNWH,940GZZLUPNR,northwood hills,pinner,northwood hills,pinner
metropolitan,940GZZLUPNR,940GZZLUNHA,pinner,north harrow,pinner,north harrow
metropolitan,940GZZLUNHA,940GZZLUHOH,north harrow,harrow-on-the-hill,north harrow,harrow-on-the-hill
metropolitan,940GZZLUHOH,940GZZLUNKP,harrow-on-the-hill,northwick park,harrow-on-the-hill,northwick park
metropolitan,940GZZLUNKP,940GZZLUPRD,northwick park,preston road,northwick park,preston road
metropolitan,940GZZLUPRD,940GZZLUWYP,preston road,wembley park,preston road,wembley park
metropolitan,940GZZLUWYP,940GZZLUWIG,wembley park,willesden green,wembley park,willesden green
metropolitan,940GZZLUWIG,940GZZLUFYR,willesden green,finchley road,willesden green,finchley road
metropolitan,940GZZLUFYR,940GZZLUBST,finchley road,baker street,finchley road,baker street
metropolitan,940GZZLUBST,940GZZLUGPS,baker street,great portland street,baker street,great portland street
metropolitan,940GZZLUGPS,940GZZLUESQ,great portland street,euston square,great portland street,euston square
metropolitan,940GZZLUESQ,940GZZLUKSX,euston square,kings cross st. pancras,euston square,kings cross st. pancras
metropolitan,940GZZLUKSX,940GZZLUFCN,kings cross st. pancras,farringdon,kings cross st. pancras,farringdon
metropolitan,940GZZLUFCN,940GZZLUBBN,farringdon,barbican,farringdon,barbican
metropolitan,940GZZLUBBN,940GZZLUMGT,barbican,moorgate,barbican,moorgate
metropolitan,940GZZLUMGT,940GZZLULVT,moorgate,liverpool street,moorgate,liverpool street
metropolitan,940GZZLULVT,940GZZLUALD,liverpool street,aldgate,liverpool street,aldgate
metropolitan,940GZZLUCSM,940GZZLUCAL,chesham,chalfont and latimer,chesham,chalfont and latimer
metropolitan,940GZZLUWYP,940GZZLUFYR,wembley park,finchley road,wembley park,finchley road
metropolitan,940GZZLUUXB,940GZZLUHGD,uxbridge,hillingdon,uxbridge,hillingdon
metropolitan,940GZZLUHGD,940GZZLUICK,hillingdon,ickenham,hillingdon,ickenham
metropolitan,940GZZLUICK,940GZZLURSP,ickenham,ruislip,ickenham,ruislip
metropolitan,940GZZLURSP,940GZZLURSM,ruislip,ruislip manor,ruislip,ruislip manor
metropolitan,940GZZLURSM,940GZZLUEAE,ruislip manor,eastcote,ruislip manor,eastcote
metropolitan,940GZZLUEAE,940GZZLURYL,eastcote,rayners lane,eastcote,rayners lane
metropolitan,940GZZLURYL,940GZZLUWHW,rayners lane,west harrow,rayners lane,west harrow
metropolitan,940GZZLUWHW,940GZZLUHOH,west harrow,harrow-on-the-hill,west harrow,harrow-on-the-hill
metropolitan,940GZZLUWAF,940GZZLUCXY,watford,croxley,watford,croxley
metropolitan,940GZZLUCXY,940GZZLUMPK,croxley,moor park,croxley,moor park
northern,940GZZBPSUST,940GZZNEUGST,battersea power,nine elms,battersea power,nine elms
northern,940GZZNEUGST,940GZZLUKNG,nine elms,kennington,nine elms,kennington
northern,940GZZLUKNG,940GZZLUWLO,kennington,waterloo,kennington,waterloo
northern,940GZZLUWLO,940GZZLUEMB,waterloo,embankment,waterloo,embankment
northern,940GZZLUEMB,940GZZLUCHX,embankment,charing cross,embankment,charing cross
northern,940GZZLUCHX,940GZZLULSQ,charing cross,leicester square,charing cross,leicester square
northern,940GZZLULSQ,940GZZLUTCR,leicester square,tottenham court road,leicester square,tottenham court road
northern,940GZZLUTCR,940GZZLUGDG,tottenham court road,goodge street,tottenham court road,goodge street
northern,940GZZLUGDG,940GZZLUWRR,goodge street,warren street,goodge street,warren street
northern,940GZZLUWRR,940GZZLUEUS,warren street,euston,warren street,euston
northern,940GZZLUEUS,940GZZLUMTC,euston,mornington crescent,euston,mornington crescent
northern,940GZZLUMTC,940GZZLUCTN,mornington crescent,camden town,mornington crescent,camden town
northern,940GZZLUCTN,940GZZLUCFM,camden town,chalk farm,camden town,chalk farm
northern,940GZZLUCFM,940GZZLUBZP,chalk farm,belsize park,chalk farm,belsize park
northern,940GZZLUBZP,940GZZLUHTD,belsize park,hampstead,belsize park,hampstead
northern,940GZZLUHTD,940GZZLUGGN,hampstead,golders green,hampstead,golders green
northern,940GZZLUGGN,940GZZLUBTX,golders green,brent cross,golders green,brent cross
northern,940GZZLUBTX,940GZZLUHCL,brent cross,hendon central,brent cross,hendon central
northern,940GZZLUHCL,940GZZLUCND,hendon central,colindale,hendon central,colindale
northern,940GZZLUCND,940GZZLUBTK,colindale,burnt oak,colindale,burnt oak
northern,940GZZLUBTK,940GZZLUEGW,burnt oak,edgware,burnt oak,edgware
northern,940GZZLUCTN,940GZZLUKSH,camden town,kentish town,camden town,kentish town
northern,940GZZLUKSH,940GZZLUTFP,kentish town,tufnell park,kentish town,tufnell park
northern,940GZZLUTFP,940GZZLUACY,tufnell park,archway,tufnell park,archway
northern,940GZZLUACY,940GZZLUHGT,archway,highgate,archway,highgate
northern,940GZZLUHGT,940GZZLUEFY,highgate,east finchley,highgate,east finchley
northern,940GZZLUEFY,940GZZLUFYC,east finchley,finchley central,east finchley,finchley central
northern,940GZZLUFYC,940GZZLUWFN,finchley central,west finchley,finchley central,west finchley
northern,940GZZLUWFN,940GZZLUWOP,west finchley,woodside park,west finchley,woodside park
northern,940GZZLUWOP,940GZZLUTAW,woodside park,totteridge and whetstone,woodside park,totteridge and whetstone
northern,940GZZLUTAW,940GZZLUHBT,totteridge and whetstone,high barnet,totteridge and whetstone,high barnet
northern,940GZZLUEGW,940GZZLUBTK,edgware,burnt oak,edgware,burnt oak
northern,940GZZLUBTK,940GZZLUCND,burnt oak,colindale,burnt oak,colindale
northern,940GZZLUCND,940GZZLUHCL,colindale,hendon central,colindale,hendon central
northern,940GZZLUHCL,940GZZLUBTX,hendon central,brent cross,hendon central,brent cross
northern,940GZZLUBTX,940GZZLUGGN,brent cross,golders green,brent cross,golders green
northern,940GZZLUGGN,940GZZLUHTD,golders green,hampstead,golders green,hampstead
northern,940GZZLUHTD,940GZZLUBZP,hampstead,belsize park,hampstead,belsize park
northern,940GZZLUBZP,940GZZLUCFM,belsize park,chalk farm,belsize park,chalk farm
northern,940GZZLUCFM,940GZZLUCTN,chalk farm,camden town,chalk farm,camden town
northern,940GZZLUCTN,940GZZLUEUS,camden town,euston,camden town,euston
northern,940GZZLUEUS,940GZZLUKSX,euston,kings cross st. pancras,euston,kings cross st. pancras
northern,940GZZLUKSX,940GZZLUAGL,kings cross st. pancras,angel,kings cross st. pancras,angel
northern,940GZZLUAGL,940GZZLUODS,angel,old street,angel,old street
northern,940GZZLUODS,940GZZLUMGT,old street,moorgate,old street,moorgate
northern,940GZZLUMGT,940GZZLUBNK,moorgate,bank,moorgate,bank
northern,940GZZLUBNK,940GZZLULNB,bank,london bridge,bank,london bridge
northern,940GZZLULNB,940GZZLUBOR,london bridge,borough,london bridge,borough
northern,940GZZLUBOR,940GZZLUEAC,borough,elephant and castle,borough,elephant and castle
northern,940GZZLUEAC,940GZZLUKNG,elephant and castle,kennington,elephant and castle,kennington
northern,940GZZLUKNG,940GZZLUOVL,kennington,oval,kennington,oval
northern,940GZZLUOVL,940GZZLUSKW,oval,stockwell,oval,stockwell
northern,940GZZLUSKW,940GZZLUCPN,stockwell,clapham north,stockwell,clapham north
northern,940GZZLUCPN,940GZZLUCPC,clapham north,clapham common,clapham north,clapham common
northern,940GZZLUCPC,940GZZLUCPS,clapham common,clapham south,clapham common,clapham south
northern,940GZZLUCPS,940GZZLUBLM,clapham south,balham,clapham south,balham
northern,940GZZLUBLM,940GZZLUTBC,balham,tooting bec,balham,tooting bec
northern,940GZZLUTBC,940GZZLUTBY,tooting bec,tooting broadway,tooting bec,tooting broadway
northern,940GZZLUTBY,940GZZLUCSD,tooting broadway,colliers wood,tooting broadway,colliers wood
northern,940GZZLUCSD,940GZZLUSWN,colliers wood,south wimbledon,colliers wood,south wimbledon
northern,940GZZLUSWN,940GZZLUMDN,south wimbledon,morden,south wimbledon,morden
northern,940GZZLUCTN,940GZZLUMTC,camden town,mornington crescent,camden town,mornington crescent
northern,940GZZLUMTC,940GZZLUEUS,mornington crescent,euston,mornington crescent,euston
northern,940GZZLUEUS,940GZZLUWRR,euston,warren street,euston,warren street
northern,940GZZLUWRR,940GZZLUGDG,warren street,goodge street,warren street,goodge street
northern,940GZZLUGDG,940GZZLUTCR,goodge street,tottenham court road,goodge street,tottenham court road
northern,940GZZLUTCR,940GZZLULSQ,tottenham court road,leicester square,tottenham court road,leicester square
northern,940GZZLULSQ,940GZZLUCHX,leicester square,charing cross,leicester square,charing cross
northern,940GZZLUCHX,940GZZLUEMB,charing cross,embankment,charing cross,embankment
northern,940GZZLUEMB,940GZZLUWLO,embankment,waterloo,embankment,waterloo
northern,940GZZLUWLO,940GZZLUKNG,waterloo,kennington,waterloo,kennington
northern,940GZZLUKNG,940GZZNEUGST,kennington,nine elms,kennington,nine elms
northern,940GZZNEUGST,940GZZBPSUST,nine elms,battersea power,nine elms,battersea power
northern,940GZZLUHBT,940GZZLUTAW,high barnet,totteridge and whetstone,high barnet,totteridge and whetstone
northern,940GZZLUTAW,940GZZLUWOP,totteridge and whetstone,woodside park,totteridge and whetstone,woodside park
northern,940GZZLUWOP,940GZZLUWFN,woodside park,west finchley,woodside park,west finchley
northern,940GZZLUWFN,940GZZLUFYC,west finchley,finchley central,west finchley,finchley central
northern,940GZZLUFYC,940GZZLUEFY,finchley central,east finchley,finchley central,east finchley
northern,940GZZLUEFY,940GZZLUHGT,east finchley,highgate,east finchley,highgate
northern,940GZZLUHGT,940GZZLUACY,highgate,archway,highgate,archway
northern,940GZZLUACY,940GZZLUTFP,archway,tufnell park,archway,tufnell park
northern,940GZZLUTFP,940GZZLUKSH,tufnell park,kentish town,tufnell park,kentish town
northern,940GZZLUKSH,940GZZLUCTN,kentish town,camden town,kentish town,camden town
northern,940GZZLUMHL,940GZZLUFYC,mill hill east,finchley central,mill hill east,finchley central
northern,940GZZLUMDN,940GZZLUSWN,morden,south wimbledon,morden,south wimbledon
northern,940GZZLUSWN,940GZZLUCSD,south wimbledon,colliers wood,south wimbledon,colliers wood
northern,940GZZLUCSD,940GZZLUTBY,colliers wood,tooting broadway,colliers wood,tooting broadway
northern,940GZZLUTBY,940GZZLUTBC,tooting broadway,tooting bec,tooting broadway,tooting bec
northern,940GZZLUTBC,940GZZLUBLM,tooting bec,balham,tooting bec,balham
northern,940GZZLUBLM,940GZZLUCPS,balham,clapham south,balham,clapham south
northern,940GZZLUCPS,940GZZLUCPC,clapham south,clapham common,clapham south,clapham common
northern,940GZZLUCPC,940GZZLUCPN,clapham common,clapham north,clapham common,clapham north
northern,940GZZLUCPN,940GZZLUSKW,clapham north,stockwell,clapham north,stockwell
northern,940GZZLUSKW,940GZZLUOVL,stockwell,oval,stockwell,oval
northern,940GZZLUOVL,940GZZLUKNG,oval,kennington,oval,kennington
northern,940GZZLUKNG,940GZZLUEAC,kennington,elephant and castle,kennington,elephant and castle
northern,940GZZLUEAC,940GZZLUBOR,elephant and castle,borough,elephant and castle,borough
northern,940GZZLUBOR,940GZZLULNB,borough,london bridge,borough,london bridge
northern,940GZZLULNB,940GZZLUBNK,london bridge,bank,london bridge,bank
northern,940GZZLUBNK,940GZZLUMGT,bank,moorgate,bank,moorgate
northern,940GZZLUMGT,940GZZLUODS,moorgate,old street,moorgate,old street
northern,940GZZLUODS,940GZZLUAGL,old street,angel,old street,angel
northern,940GZZLUAGL,940GZZLUKSX,angel,kings cross st. pancras,angel,kings cross st. pancras
northern,940GZZLUKSX,940GZZLUEUS,kings cross st. pancras,euston,kings cross st. pancras,euston
northern,940GZZLUEUS,940GZZLUCTN,euston,camden town,euston,camden town
northern,940GZZLUFYC,940GZZLUMHL,finchley central,mill hill east,finchley central,mill hill east
