Financial Year,Period,Line,Actual KMs in Peak,Scheduled KMs in Peak,Actual KMs in Off Peak,Scheduled KMs in Off Peak,Actual KMs Total,Scheduled KMs Total,Line_clean
2018-19,3,Northern,289229.0,293116.0,812544.0,819960.0,1101773.0,1113076.0,northern
2018-19,3,Piccadilly,235577.0,247635.0,715785.0,749955.0,951362.0,997590.0,piccadilly
2018-19,3,Victoria,164082.0,173421.0,424411.0,440239.0,588494.0,613660.0,victoria
2018-19,3,Waterloo & City,9966.0,10590.0,17171.0,17327.0,27138.0,27917.0,waterloo and city
2018-19,4,Bakerloo,73105.0,75746.0,214626.0,220971.0,287732.0,296717.0,bakerloo
2018-19,4,C&H,71955.0,76043.0,227175.0,243683.0,299130.0,319726.0,candh
2018-19,4,Central,262237.0,279852.0,751597.0,782404.0,1013834.0,1062256.0,central
2018-19,4,District,200150.0,209195.0,549079.0,569128.0,749230.0,778323.0,district
2018-19,4,Jubilee,217110.0,221583.0,614693.0,623299.0,831803.0,844882.0,jubilee
2018-19,4,Metropolitan,167563.0,171542.0,398577.0,406358.0,566140.0,577900.0,metropolitan
2018-19,4,Northern,300704.0,303993.0,857487.0,859955.0,1158190.0,1163948.0,northern
2018-19,4,Piccadilly,232915.0,249432.0,712586.0,750315.0,945501.0,999747.0,piccadilly
2018-19,4,Victoria,170413.0,175116.0,435416.0,440244.0,605829.0,615360.0,victoria
2018-19,4,Waterloo & City,10513.0,10886.0,17406.0,17502.0,27918.0,28388.0,waterloo and city
2018-19,5,Bakerloo,72634.0,75746.0,202943.0,206991.0,275577.0,282737.0,bakerloo
2018-19,5,C&H,72778.0,76019.0,241081.0,252808.0,313859.0,328827.0,candh
2018-19,5,Central,266382.0,279856.0,756239.0,782412.0,1022621.0,1062268.0,central
2018-19,5,District,196736.0,209129.0,547008.0,568945.0,743743.0,778074.0,district
2018-19,5,Jubilee,213518.0,221549.0,628781.0,649950.0,842299.0,871499.0,jubilee
2018-19,5,Metropolitan,167232.0,171535.0,416459.0,428178.0,583692.0,599713.0,metropolitan
2018-19,5,Northern,299842.0,303993.0,853141.0,859955.0,1152983.0,1163948.0,northern
2018-19,5,Piccadilly,231908.0,249615.0,704610.0,749851.0,936518.0,999466.0,piccadilly
2018-19,5,Victoria,168548.0,175116.0,436310.0,440244.0,604857.0,615360.0,victoria
2018-19,5,Waterloo & City,10618.0,11116.0,17444.0,17554.0,28062.0,28670.0,waterloo and city
2018-19,6,Bakerloo,71880.0,75481.0,197880.0,200946.0,269760.0,276427.0,bakerloo
2018-19,6,C&H,74292.0,76031.0,230531.0,244696.0,304824.0,320727.0,candh
2018-19,6,Central,268650.0,277200.0,724475.0,739389.0,993125.0,1016589.0,central
2018-19,6,District,202883.0,206527.0,570514.0,587087.0,773397.0,793614.0,district
2018-19,6,Jubilee,216604.0,220406.0,635495.0,650304.0,852099.0,870710.0,jubilee
2018-19,6,Metropolitan,167587.0,169651.0,428838.0,436535.0,596425.0,606186.0,metropolitan
2018-19,6,Northern,294347.0,301891.0,853211.0,859725.0,1147558.0,1161615.0,northern
2018-19,6,Piccadilly,237397.0,247655.0,726827.0,750290.0,964224.0,997945.0,piccadilly
2018-19,6,Victoria,167666.0,173432.0,437917.0,440228.0,605584.0,613660.0,victoria
2018-19,6,Waterloo & City,10522.0,10907.0,17317.0,17386.0,27839.0,28293.0,waterloo and city
2018-19,7,Bakerloo,70831.0,76315.0,214273.0,221895.0,285104.0,298210.0,bakerloo
2018-19,7,C&H,67771.0,72323.0,202421.0,215321.0,270192.0,287643.0,candh
2018-19,7,Central,251392.0,279998.0,737103.0,779999.0,988495.0,1059997.0,central
2018-19,7,District,197709.0,209915.0,544025.0,559857.0,741734.0,769772.0,district
2018-19,7,Jubilee,216092.0,222658.0,638914.0,650555.0,855006.0,873213.0,jubilee
2018-19,7,Metropolitan,171664.0,174316.0,428600.0,441345.0,600265.0,615661.0,metropolitan
2018-19,7,Northern,302014.0,303754.0,863436.0,862957.0,1165450.0,1166711.0,northern
2018-19,7,Piccadilly,182671.0,251321.0,599181.0,744151.0,781852.0,995473.0,piccadilly
2018-19,7,Victoria,167966.0,175285.0,422739.0,438989.0,590705.0,614274.0,victoria
2018-19,7,Waterloo & City,10217.0,11087.0,16865.0,17730.0,27082.0,28818.0,waterloo and city
2018-19,8,Bakerloo,73868.0,75857.0,215016.0,217628.0,288883.0,293484.0,bakerloo
2018-19,8,C&H,70957.0,75760.0,222324.0,236038.0,293282.0,311798.0,candh
2018-19,8,Central,257589.0,279760.0,742954.0,782276.0,1000542.0,1062036.0,central
2018-19,8,District,199378.0,208529.0,553767.0,564087.0,753145.0,772616.0,district
2018-19,8,Jubilee,205907.0,221374.0,624220.0,650487.0,830127.0,871860.0,jubilee
2018-19,8,Metropolitan,162726.0,171789.0,435757.0,451308.0,598483.0,623097.0,metropolitan
2018-19,8,Northern,298531.0,304841.0,890349.0,892062.0,1188880.0,1196904.0,northern
2018-19,8,Piccadilly,232390.0,246220.0,708774.0,747949.0,941164.0,994169.0,piccadilly
2018-19,8,Victoria,163644.0,175132.0,430227.0,440266.0,593871.0,615398.0,victoria
2018-19,8,Waterloo & City,10463.0,11248.0,16645.0,17518.0,27108.0,28766.0,waterloo and city
2018-19,9,Bakerloo,74858.0,76129.0,219385.0,221616.0,294243.0,297745.0,bakerloo
2018-19,9,C&H,67639.0,75600.0,237416.0,267100.0,305055.0,342700.0,candh
2018-19,9,Central,270634.0,279741.0,760729.0,781649.0,1031363.0,1061389.0,central
2018-19,9,District,201462.0,209731.0,594591.0,601423.0,796053.0,811154.0,district
2018-19,9,Jubilee,211495.0,222225.0,638194.0,651777.0,849689.0,874002.0,jubilee
2018-19,9,Metropolitan,169379.0,175295.0,450711.0,461855.0,620090.0,637150.0,metropolitan
2018-19,9,Northern,301352.0,304431.0,888194.0,890077.0,1189546.0,1194509.0,northern
2018-19,9,Piccadilly,221096.0,248231.0,685725.0,752523.0,906821.0,1000753.0,piccadilly
2018-19,9,Victoria,167711.0,175142.0,432536.0,439957.0,600248.0,615099.0,victoria
2018-19,9,Waterloo & City,10737.0,11302.0,17335.0,17597.0,28073.0,28899.0,waterloo and city
2018-19,10,Bakerloo,65828.0,67672.0,203568.0,209405.0,269396.0,277077.0,bakerloo
2018-19,10,C&H,67279.0,69860.0,234314.0,250586.0,301593.0,320446.0,candh
2018-19,10,Central,238138.0,244478.0,723529.0,740004.0,961667.0,984482.0,central
2018-19,10,District,179711.0,183548.0,547670.0,556649.0,727381.0,740197.0,district
2018-19,10,Jubilee,186958.0,196525.0,598672.0,617582.0,785630.0,814107.0,jubilee
2018-19,10,Metropolitan,151535.0,151981.0,433684.0,438422.0,585219.0,590403.0,metropolitan
2018-19,10,Northern,267006.0,269227.0,841346.0,844554.0,1108352.0,1113781.0,northern
2018-19,10,Piccadilly,208088.0,220727.0,674350.0,717959.0,882438.0,938686.0,piccadilly
2018-19,10,Victoria,146406.0,150005.0,413298.0,415822.0,559704.0,565827.0,victoria
2018-19,10,Waterloo & City,8812.0,9488.0,14991.0,15853.0,23803.0,25341.0,waterloo and city
2018-19,11,Bakerloo,74156.0,76220.0,213601.0,216268.0,287757.0,292488.0,bakerloo
2018-19,11,C&H,70823.0,75580.0,243755.0,262165.0,314578.0,337745.0,candh
2018-19,11,Central,266465.0,279780.0,764200.0,781800.0,1030665.0,1061580.0,central
2018-19,11,District,204398.0,210060.0,589499.0,593369.0,793897.0,803429.0,district
2018-19,11,Jubilee,216271.0,222560.0,642723.0,652552.0,858994.0,875112.0,jubilee
2018-19,11,Metropolitan,172264.0,176220.0,476882.0,483936.0,649146.0,660156.0,metropolitan
2018-19,11,Northern,296285.0,304360.0,887496.0,889884.0,1183781.0,1194244.0,northern
2018-19,11,Piccadilly,235734.0,251610.0,717397.0,756218.0,953131.0,1007828.0,piccadilly
2018-19,11,Victoria,167645.0,175160.0,435040.0,440000.0,602685.0,615160.0,victoria
2018-19,11,Waterloo & City,11160.0,11320.0,17383.0,17624.0,28543.0,28944.0,waterloo and city
2018-19,12,Bakerloo,73674.0,76220.0,209890.0,218561.0,283564.0,294781.0,bakerloo
2018-19,12,C&H,71193.0,75580.0,235480.0,254473.0,306673.0,330053.0,candh
2018-19,12,Central,271634.0,279780.0,757191.0,781800.0,1028825.0,1061580.0,central
2018-19,12,District,201178.0,210060.0,590525.0,600332.0,791703.0,810392.0,district
2018-19,12,Jubilee,217062.0,222560.0,634861.0,652552.0,851923.0,875112.0,jubilee
2018-19,12,Metropolitan,170886.0,176220.0,475991.0,483932.0,646877.0,660152.0,metropolitan
2018-19,12,Northern,299963.0,304360.0,888228.0,889884.0,1188191.0,1194244.0,northern
2018-19,12,Piccadilly,240433.0,252080.0,716967.0,753729.0,957400.0,1005809.0,piccadilly
2018-19,12,Victoria,167043.0,175160.0,427994.0,440000.0,595037.0,615160.0,victoria
2018-19,12,Waterloo & City,10925.0,11320.0,17384.0,17624.0,28309.0,28944.0,waterloo and city
2018-19,13,Bakerloo,73742.0,76220.0,224802.0,230144.0,298544.0,306364.0,bakerloo
2018-19,13,C&H,69225.0,75580.0,244584.0,276360.0,313809.0,351940.0,candh
2018-19,13,Central,268375.0,279780.0,776612.0,812433.0,1044987.0,1092213.0,central
2018-19,13,District,202878.0,210060.0,598934.0,607349.0,801812.0,817409.0,district
2018-19,13,Jubilee,214310.0,222560.0,655425.0,679754.0,869735.0,902314.0,jubilee
2018-19,13,Metropolitan,171847.0,176220.0,475439.0,484888.0,647286.0,661108.0,metropolitan
2018-19,13,Northern,299735.0,304360.0,921528.0,927390.0,1221263.0,1231750.0,northern
2018-19,13,Piccadilly,241760.0,252080.0,760649.0,787169.0,1002409.0,1039249.0,piccadilly
2018-19,13,Victoria,171404.0,175160.0,445714.0,457776.0,617118.0,632936.0,victoria
2018-19,13,Waterloo & City,11082.0,11320.0,17395.0,17624.0,28477.0,28944.0,waterloo and city
2019-20,1,Bakerloo,72948.0,75784.0,210264.0,213717.0,283212.0,289501.0,bakerloo
2019-20,1,C&H,64477.0,71090.0,201069.0,214760.0,265546.0,285850.0,candh
2019-20,1,Central,259849.0,276679.0,669206.0,709114.0,929055.0,985793.0,central
2019-20,1,District,182061.0,192192.0,486626.0,498718.0,668687.0,690910.0,district
2019-20,1,Jubilee,211848.0,220104.0,617686.0,625391.0,829534.0,845495.0,jubilee
2019-20,1,Metropolitan,169853.0,172099.0,446505.0,451536.0,616358.0,623635.0,metropolitan
2019-20,1,Northern,299245.0,301124.0,850585.0,851680.0,1149830.0,1152804.0,northern
2019-20,1,Piccadilly,234436.0,248368.0,682657.0,724494.0,917093.0,972862.0,piccadilly
2019-20,1,Victoria,165026.0,171762.0,411174.0,421807.0,576200.0,593569.0,victoria
2019-20,1,Waterloo & City,10500.0,10714.0,17090.0,17286.0,27590.0,28000.0,waterloo and city
2019-20,2,Bakerloo,69441.0,72509.0,189606.0,195804.0,259047.0,268313.0,bakerloo
2019-20,2,C&H,68632.0,73751.0,203836.0,223421.0,272468.0,297172.0,candh
2019-20,2,Central,270085.0,277857.0,736230.0,758324.0,1006315.0,1036181.0,central
2019-20,2,District,194061.0,204723.0,525126.0,537854.0,719187.0,742577.0,district
2019-20,2,Jubilee,213009.0,221332.0,638014.0,651611.0,851023.0,872943.0,jubilee
2019-20,2,Metropolitan,169674.0,174161.0,455024.0,467874.0,624698.0,642035.0,metropolitan
2019-20,2,Northern,300018.0,302742.0,881238.0,889679.0,1181256.0,1192421.0,northern
2019-20,2,Piccadilly,240845.0,250224.0,708477.0,737616.0,949322.0,987840.0,piccadilly
2019-20,2,Victoria,162921.0,173465.0,424590.0,439996.0,587511.0,613461.0,victoria
2019-20,2,Waterloo & City,10368.0,11018.0,17223.0,17454.0,27591.0,28472.0,waterloo and city
2019-20,3,Bakerloo,72797.0,76310.0,215469.0,221505.0,288266.0,297815.0,bakerloo
2019-20,3,C&H,68569.0,75581.0,233064.0,257526.0,301633.0,333107.0,candh
2019-20,3,Central,264776.0,277857.0,733946.0,767311.0,998722.0,1045168.0,central
2019-20,3,District,195940.0,205577.0,521999.0,533452.0,717939.0,739029.0,district
2019-20,3,Jubilee,210839.0,221332.0,604042.0,620258.0,814881.0,841590.0,jubilee
2019-20,3,Metropolitan,169208.0,174161.0,456565.0,473823.0,625773.0,647984.0,metropolitan
2019-20,3,Northern,300983.0,302742.0,886777.0,889679.0,1187760.0,1192421.0,northern
2019-20,3,Piccadilly,232082.0,245156.0,685423.0,730306.0,917505.0,975462.0,piccadilly
2019-20,3,Victoria,165389.0,173465.0,423558.0,439996.0,588947.0,613461.0,victoria
2019-20,3,Waterloo & City,10824.0,11018.0,17251.0,17454.0,28075.0,28472.0,waterloo and city
2019-20,4,Bakerloo,72248.0,76620.0,205396.0,222306.0,277644.0,298926.0,bakerloo
2019-20,4,C&H,69686.0,75580.0,219026.0,238964.0,288712.0,314544.0,candh
2019-20,4,Central,265930.0,279340.0,732978.0,772813.0,998908.0,1052153.0,central
2019-20,4,District,198402.0,210050.0,567517.0,577389.0,765919.0,787439.0,district
2019-20,4,Jubilee,216398.0,222560.0,639090.0,652552.0,855488.0,875112.0,jubilee
2019-20,4,Metropolitan,169762.0,176220.0,443878.0,460104.0,613640.0,636324.0,metropolitan
2019-20,4,Northern,288818.0,304360.0,853156.0,889884.0,1141974.0,1194244.0,northern
2019-20,4,Piccadilly,235973.0,252080.0,699547.0,755720.0,935520.0,1007800.0,piccadilly
2019-20,4,Victoria,168601.0,175160.0,430662.0,440000.0,599263.0,615160.0,victoria
2019-20,4,Waterloo & City,10926.0,11320.0,17534.0,17624.0,28460.0,28944.0,waterloo and city
2019-20,5,Bakerloo,72617.0,76620.0,207373.0,219044.0,279990.0,295664.0,bakerloo
2019-20,5,C&H,70178.0,75580.0,219178.0,237792.0,289356.0,313372.0,candh
2019-20,5,Central,263638.0,279340.0,720694.0,759654.0,984332.0,1038994.0,central
2019-20,5,District,201740.0,210060.0,585884.0,600280.0,787624.0,810340.0,district
2019-20,5,Jubilee,209554.0,222560.0,630598.0,652552.0,840152.0,875112.0,jubilee
2019-20,5,Metropolitan,167183.0,176209.0,428852.0,451353.0,596035.0,627562.0,metropolitan
2019-20,5,Northern,296047.0,304360.0,883802.0,889884.0,1179849.0,1194244.0,northern
2019-20,5,Piccadilly,232674.0,252080.0,698740.0,755720.0,931414.0,1007800.0,piccadilly
2019-20,5,Victoria,167064.0,175160.0,429147.0,440000.0,596211.0,615160.0,victoria
2019-20,5,Waterloo & City,10952.0,11320.0,17031.0,17624.0,27983.0,28944.0,waterloo and city
2019-20,6,Bakerloo,72123.0,76310.0,210276.0,222254.0,282399.0,298564.0,bakerloo
2019-20,6,C&H,69963.0,75580.0,228668.0,247595.0,298631.0,323175.0,candh
2019-20,6,Central,256638.0,276736.0,722285.0,770220.0,978923.0,1046956.0,central
2019-20,6,District,204370.0,208662.0,563339.0,576658.0,767709.0,785320.0,district
2019-20,6,Jubilee,212404.0,221332.0,631954.0,652247.0,844358.0,873579.0,jubilee
2019-20,6,Metropolitan,160072.0,173231.0,409200.0,446535.0,569272.0,619766.0,metropolitan
2019-20,6,Northern,290310.0,302742.0,871213.0,889679.0,1161523.0,1192421.0,northern
2019-20,6,Piccadilly,235254.0,249710.0,694528.0,743930.0,929782.0,993640.0,piccadilly
2019-20,6,Victoria,163629.0,173465.0,421824.0,439996.0,585453.0,613461.0,victoria
2019-20,6,Waterloo & City,10740.0,11016.0,17121.0,17454.0,27861.0,28470.0,waterloo and city
2019-20,7,Bakerloo,72341.0,76595.0,211850.0,221578.0,284191.0,298173.0,bakerloo
2019-20,7,C&H,65850.0,75580.0,201074.0,223726.0,266924.0,299306.0,candh
2019-20,7,Central,262037.0,279340.0,746378.0,781800.0,1008415.0,1061140.0,central
2019-20,7,District,192873.0,210080.0,537856.0,561186.0,730729.0,771266.0,district
2019-20,7,Jubilee,209769.0,222560.0,627299.0,652552.0,837068.0,875112.0,jubilee
2019-20,7,Metropolitan,160259.0,176306.0,417724.0,443591.0,577983.0,619897.0,metropolitan
2019-20,7,Northern,295808.0,304360.0,876670.0,889884.0,1172478.0,1194244.0,northern
2019-20,7,Piccadilly,237401.0,247863.0,711494.0,749203.0,948895.0,997066.0,piccadilly
2019-20,7,Victoria,163886.0,175160.0,425608.0,439683.0,589494.0,614843.0,victoria
2019-20,7,Waterloo & City,10948.0,11320.0,17350.0,17624.0,28298.0,28944.0,waterloo and city
2019-20,8,Bakerloo,68726.0,73782.0,197798.0,214422.0,266524.0,288204.0,bakerloo
2019-20,8,C&H,67879.0,75580.0,211922.0,239513.0,279801.0,315093.0,candh
2019-20,8,Central,262177.0,279340.0,743518.0,782008.0,1005695.0,1061348.0,central
2019-20,8,District,202803.0,210173.0,495194.0,507457.0,697997.0,717630.0,district
2019-20,8,Jubilee,186119.0,222560.0,597266.0,652748.0,783385.0,875308.0,jubilee
2019-20,8,Metropolitan,165793.0,176580.0,457822.0,480960.0,623615.0,657540.0,metropolitan
2019-20,8,Northern,295529.0,304360.0,876531.0,890128.0,1172060.0,1194488.0,northern
2019-20,8,Piccadilly,234131.0,238192.0,711592.0,735650.0,945723.0,973842.0,piccadilly
2019-20,8,Victoria,167856.0,176000.0,426346.0,440527.0,594202.0,616527.0,victoria
2019-20,8,Waterloo & City,10879.0,11320.0,17442.0,17624.0,28321.0,28944.0,waterloo and city
2019-20,9,Bakerloo,70402.0,76522.0,198279.0,216165.0,268681.0,292687.0,bakerloo
2019-20,9,C&H,66531.0,75580.0,217155.0,237824.0,283686.0,313404.0,candh
2019-20,9,Central,259010.0,279340.0,717273.0,781800.0,976283.0,1061140.0,central
2019-20,9,District,199403.0,210160.0,553217.0,561480.0,752620.0,771640.0,district
2019-20,9,Jubilee,189466.0,222560.0,594798.0,652552.0,784264.0,875112.0,jubilee
2019-20,9,Metropolitan,167877.0,176494.0,440827.0,459714.0,608704.0,636208.0,metropolitan
2019-20,9,Northern,295646.0,304360.0,877397.0,889884.0,1173043.0,1194244.0,northern
2019-20,9,Piccadilly,225286.0,238200.0,692032.0,735647.0,917318.0,973847.0,piccadilly
2019-20,9,Victoria,162003.0,178520.0,419209.0,441888.0,581212.0,620408.0,victoria
2019-20,9,Waterloo & City,11029.0,11320.0,17415.0,17633.0,28444.0,28953.0,waterloo and city
2019-20,10,Bakerloo,61720.0,68142.0,192688.0,208099.0,254408.0,276241.0,bakerloo
2019-20,10,C&H,66199.0,70247.0,215023.0,230472.0,281222.0,300719.0,candh
2019-20,10,Central,230093.0,244170.0,691584.0,740051.0,921677.0,984221.0,central
2019-20,10,District,177694.0,183471.0,535719.0,539244.0,713413.0,722715.0,district
2019-20,10,Jubilee,183683.0,196525.0,592309.0,617512.0,775992.0,814037.0,jubilee
2019-20,10,Metropolitan,141370.0,151950.0,424420.0,449040.0,565790.0,600990.0,metropolitan
2019-20,10,Northern,253301.0,260919.0,819504.0,828566.0,1072805.0,1089485.0,northern
2019-20,10,Piccadilly,207072.0,215265.0,673215.0,706860.0,880287.0,922125.0,piccadilly
2019-20,10,Victoria,145898.0,152544.0,399156.0,417244.0,545054.0,569788.0,victoria
2019-20,10,Waterloo & City,8806.0,8922.0,15033.0,15255.0,23839.0,24177.0,waterloo and city
2019-20,11,Bakerloo,70048.0,76503.0,208995.0,219844.0,279043.0,296347.0,bakerloo
2019-20,11,C&H,71056.0,75567.0,239406.0,258950.0,310462.0,334517.0,candh
2019-20,11,Central,261668.0,278705.0,749077.0,786017.0,1010745.0,1064722.0,central
2019-20,11,District,204445.0,210060.0,575485.0,576460.0,779930.0,786520.0,district
2019-20,11,Jubilee,210236.0,222560.0,594029.0,609158.0,804265.0,831718.0,jubilee
2019-20,11,Metropolitan,166893.0,176168.0,415496.0,437899.0,582389.0,614067.0,metropolitan
2019-20,11,Northern,297492.0,303640.0,883877.0,889164.0,1181369.0,1192804.0,northern
2019-20,11,Piccadilly,240473.0,251892.0,699755.0,734436.0,940228.0,986328.0,piccadilly
2019-20,11,Victoria,169707.0,178520.0,432654.0,441949.0,602361.0,620469.0,victoria
2019-20,11,Waterloo & City,11072.0,11320.0,17583.0,17776.0,28655.0,29096.0,waterloo and city
2019-20,12,Bakerloo,67308.0,76520.0,185570.0,216583.0,252878.0,293103.0,bakerloo
2019-20,12,C&H,69519.0,75580.0,206808.0,224311.0,276327.0,299891.0,candh
2019-20,12,Central,260734.0,276800.0,737330.0,798772.0,998064.0,1075572.0,central
2019-20,12,District,201559.0,210060.0,502734.0,519771.0,704293.0,729831.0,district
2019-20,12,Jubilee,211635.0,222560.0,633981.0,652552.0,845616.0,875112.0,jubilee
2019-20,12,Metropolitan,166304.0,176207.0,454123.0,475052.0,620427.0,651259.0,metropolitan
2019-20,12,Northern,299202.0,303625.0,868830.0,873890.0,1168032.0,1177515.0,northern
2019-20,12,Piccadilly,233276.0,252080.0,645896.0,711869.0,879172.0,963949.0,piccadilly
2019-20,12,Victoria,170369.0,178520.0,427517.0,441986.0,597886.0,620506.0,victoria
2019-20,12,Waterloo & City,11067.0,11320.0,17527.0,17772.0,28594.0,29092.0,waterloo and city
2019-20,13,Bakerloo,59616.0,82118.0,161648.0,225325.0,221264.0,307443.0,bakerloo
2019-20,13,C&H,54833.0,83138.0,187244.0,296138.0,242077.0,379276.0,candh
2019-20,13,Central,219938.0,292810.0,639054.0,854570.0,858992.0,1147380.0,central
2019-20,13,District,186216.0,230107.0,526634.0,664265.0,712850.0,894372.0,district
2019-20,13,Jubilee,186680.0,246370.0,496270.0,673272.0,682950.0,919642.0,jubilee
2019-20,13,Metropolitan,152215.0,193842.0,387821.0,496809.0,540036.0,690651.0,metropolitan
2019-20,13,Northern,259733.0,334004.0,740336.0,967808.0,1000069.0,1301812.0,northern
2019-20,13,Piccadilly,224570.0,277220.0,644583.0,833077.0,869153.0,1110297.0,piccadilly
2019-20,13,Victoria,133688.0,186082.0,340143.0,475161.0,473831.0,661243.0,victoria
2019-20,13,Waterloo & City,6891.0,12452.0,10902.0,19224.0,17793.0,31676.0,waterloo and city
2020-21,1,Bakerloo,41547.0,65090.0,121896.0,204224.0,163443.0,269314.0,bakerloo
2020-21,1,C&H,25407.0,73886.0,85387.0,244215.0,110794.0,318101.0,candh
2020-21,1,Central,132313.0,184115.0,344918.0,601599.0,477231.0,785714.0,central
2020-21,1,District,103405.0,174429.0,298852.0,568317.0,402257.0,742746.0,district
2020-21,1,Jubilee,124589.0,158350.0,338877.0,512807.0,463466.0,671157.0,jubilee
2020-21,1,Metropolitan,93104.0,145493.0,282104.0,476058.0,375208.0,621551.0,metropolitan
2020-21,1,Northern,160869.0,250346.0,464202.0,792321.0,625071.0,1042667.0,northern
2020-21,1,Piccadilly,118651.0,203510.0,362513.0,665249.0,481164.0,868759.0,piccadilly
2020-21,1,Victoria,77665.0,86963.0,191286.0,274109.0,268951.0,361072.0,victoria
2020-21,1,Waterloo & City,,11886.0,,19311.0,,31197.0,waterloo and city
2020-21,2,Bakerloo,57869.0,66477.0,161635.0,196745.0,219504.0,263222.0,bakerloo
2020-21,2,C&H,30185.0,68806.0,93551.0,232487.0,123736.0,301293.0,candh
2020-21,2,Central,160272.0,218450.0,377406.0,653310.0,537678.0,871760.0,central
2020-21,2,District,157024.0,176490.0,398899.0,535248.0,555923.0,711738.0,district
2020-21,2,Jubilee,149864.0,175650.0,383661.0,518298.0,533525.0,693948.0,jubilee
2020-21,2,Metropolitan,114892.0,147629.0,309152.0,442035.0,424044.0,589664.0,metropolitan
2020-21,2,Northern,202314.0,254220.0,531966.0,765764.0,734280.0,1019984.0,northern
2020-21,2,Piccadilly,157077.0,208772.0,445458.0,643137.0,602535.0,851909.0,piccadilly
2020-21,2,Victoria,82899.0,118144.0,173836.0,278665.0,256735.0,396809.0,victoria
2020-21,2,Waterloo & City,,6792.0,,10338.0,,17130.0,waterloo and city
2020-21,3,Bakerloo,73790.0,76340.0,197790.0,210034.0,271580.0,286374.0,bakerloo
2020-21,3,C&H,49006.0,75580.0,152948.0,245304.0,201954.0,320884.0,candh
2020-21,3,Central,237100.0,276800.0,569976.0,793552.0,807076.0,1070352.0,central
2020-21,3,District,192697.0,210058.0,473077.0,560516.0,665774.0,770574.0,district
2020-21,3,Jubilee,207566.0,227000.0,515659.0,652756.0,723225.0,879756.0,jubilee
2020-21,3,Metropolitan,149089.0,176220.0,373281.0,483916.0,522370.0,660136.0,metropolitan
2020-21,3,Northern,286563.0,303640.0,703466.0,874554.0,990029.0,1178194.0,northern
2020-21,3,Piccadilly,226724.0,252072.0,646766.0,756416.0,873490.0,1008488.0,piccadilly
2020-21,3,Victoria,173473.0,178520.0,342573.0,441888.0,516046.0,620408.0,victoria
2020-21,3,Waterloo & City,,1132.0,,1452.0,,2584.0,waterloo and city
2020-21,4,Bakerloo,73537.0,76340.0,208691.0,218304.0,282228.0,294644.0,bakerloo
2020-21,4,C&H,62932.0,75580.0,190738.0,228340.0,253670.0,303920.0,candh
2020-21,4,Central,268629.0,276800.0,734964.0,789137.0,1003593.0,1065937.0,central
2020-21,4,District,205060.0,209723.0,515466.0,531195.0,720526.0,740918.0,district
2020-21,4,Jubilee,219989.0,227000.0,595823.0,642135.0,815812.0,869135.0,jubilee
2020-21,4,Metropolitan,152019.0,176220.0,401660.0,483928.0,553679.0,660148.0,metropolitan
2020-21,4,Northern,296963.0,303640.0,799931.0,867038.0,1096894.0,1170678.0,northern
2020-21,4,Piccadilly,241486.0,252080.0,638080.0,703829.0,879566.0,955909.0,piccadilly
2020-21,4,Victoria,166060.0,178520.0,377239.0,435286.0,543299.0,613806.0,victoria
2020-21,4,Waterloo & City,,,,,,,waterloo and city
2020-21,5,Bakerloo,69398.0,76340.0,193954.0,215030.0,263352.0,291370.0,bakerloo
2020-21,5,C&H,68498.0,75580.0,197030.0,213816.0,265528.0,289396.0,candh
2020-21,5,Central,267565.0,276789.0,758829.0,784790.0,1026394.0,1061579.0,central
2020-21,5,District,202909.0,209723.0,503192.0,518939.0,706101.0,728662.0,district
2020-21,5,Jubilee,216737.0,227000.0,618323.0,637464.0,835060.0,864464.0,jubilee
2020-21,5,Metropolitan,156827.0,176152.0,425472.0,478493.0,582299.0,654645.0,metropolitan
2020-21,5,Northern,297374.0,303640.0,844779.0,862142.0,1142153.0,1165782.0,northern
2020-21,5,Piccadilly,240422.0,252131.0,685217.0,734796.0,925639.0,986927.0,piccadilly
2020-21,5,Victoria,172746.0,178520.0,412257.0,432304.0,585003.0,610824.0,victoria
2020-21,5,Waterloo & City,,,,,,,waterloo and city
2020-21,6,Bakerloo,70774.0,76044.0,199034.0,218491.0,269808.0,294535.0,bakerloo
2020-21,6,C&H,67989.0,73751.0,218936.0,239997.0,286925.0,313748.0,candh
2020-21,6,Central,267543.0,275475.0,763213.0,784255.0,1030756.0,1059730.0,central
2020-21,6,District,196993.0,205150.0,542239.0,555252.0,739232.0,760402.0,district
2020-21,6,Jubilee,211305.0,225550.0,582819.0,605768.0,794124.0,831318.0,jubilee
2020-21,6,Metropolitan,157803.0,174161.0,415121.0,461817.0,572924.0,635978.0,metropolitan
2020-21,6,Northern,296022.0,299353.0,840084.0,848354.0,1136106.0,1147707.0,northern
2020-21,6,Piccadilly,239638.0,250036.0,692011.0,734321.0,931649.0,984357.0,piccadilly
2020-21,6,Victoria,169552.0,176664.0,406139.0,432151.0,575691.0,608815.0,victoria
2020-21,6,Waterloo & City,,,,,,,waterloo and city
2020-21,7,Bakerloo,70634.0,76340.0,195722.0,218308.0,266356.0,294648.0,bakerloo
2020-21,7,C&H,67999.0,75580.0,216666.0,244150.0,284665.0,319730.0,candh
2020-21,7,Central,262574.0,276800.0,753592.0,784532.0,1016166.0,1061332.0,central
2020-21,7,District,194149.0,210120.0,518886.0,556872.0,713035.0,766992.0,district
